logFC	logCPM	LR	PValue	status
chr6:30688573-30698156	 -8.660134	 4.3453	4.382e+00	0.036317	test
chr6:30688634-30689489	  0.257377	 5.7498	1.499e-02	0.902544	test
chr6:30688720-30689567	 -1.031102	 6.4740	2.366e-01	0.626639	test
chr6:30688788-30693539	  1.314467	 4.7124	3.732e-01	0.541246	test
chr6:30688839-30689654	 -8.813397	 4.4825	4.563e+00	0.032672	test
chr6:30688965-30689748	 -0.802347	 5.8967	1.432e-01	0.705151	test
chr6:30688995-30693772	  2.775942	 7.0578	1.559e+00	0.211779	test
chr6:30689079-30690288	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30689139-30698708	 -0.146397	 9.6502	4.972e-03	0.943786	test
chr6:30689184-30690311	 -8.951930	 4.6077	4.728e+00	0.029675	test
chr6:30689287-30690513	 -0.886580	 9.8441	1.796e-01	0.671724	test
chr6:30689304-30693975	  0.791581	 6.3538	1.418e-01	0.706459	test
chr6:30689417-30690846	  0.720941	 2.5942	9.586e-02	0.756857	test
chr6:30689546-30690964	 -1.250887	 8.7792	3.512e-01	0.553411	test
chr6:30689610-30696004	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30689626-30700643	 -0.133163	 5.5124	3.984e-03	0.949670	test
chr6:30689640-30691121	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30689745-30692748	  0.439862	 6.1659	4.401e-02	0.833838	test
chr6:30689868-30693220	 -0.706229	 7.8787	1.139e-01	0.735694	test
chr6:30690310-30693524	  0.876301	 8.2105	1.752e-01	0.675532	test
chr6:30690509-30697489	 -7.914741	 3.6988	3.539e+00	0.059939	test
chr6:30690512-30693528	 -1.251440	 7.3190	3.485e-01	0.554968	test
chr6:30690553-30700717	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30690621-30693738	 -1.438095	 5.7080	4.421e-01	0.506114	test
chr6:30690938-30693928	 -5.905540	 2.1893	1.684e+00	0.194443	test
chr6:30691006-30697549	 -0.486398	 5.2386	5.230e-02	0.819101	test
chr6:30691107-30693957	  0.126540	 4.4294	3.479e-03	0.952964	test
chr6:30692544-30694240	  3.262111	 5.6976	2.045e+00	0.152674	test
chr6:30692856-30694972	 -6.837357	 2.8401	2.456e+00	0.117097	test
chr6:30693261-30695480	  0.503787	 5.5663	5.714e-02	0.811069	test
chr6:30693518-30698101	  0.044038	 5.8509	4.396e-04	0.983272	test
chr6:30693525-30695575	  0.694430	 6.3041	1.094e-01	0.740863	test
chr6:30693579-30702827	 -1.138531	 6.6187	2.877e-01	0.591717	test
chr6:30693748-30695862	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30693760-30698341	  0.272215	 6.7985	1.700e-02	0.896277	test
chr6:30693854-30695963	 -1.910594	 6.0593	7.615e-01	0.382857	test
chr6:30693969-30696166	 -9.270630	 4.8991	5.114e+00	0.023733	test
chr6:30693974-30698656	 -0.012374	 7.1646	3.524e-05	0.995264	test
chr6:30694126-30696191	  1.088717	 8.7633	2.686e-01	0.604244	test
chr6:30694692-30697245	  6.106623	 1.8954	4.372e+00	0.036527	test
chr6:30695161-30697490	  0.359382	 5.0616	2.877e-02	0.865312	test
chr6:30695570-30697488	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:30695795-30697754	 -9.078319	 4.7227	4.880e+00	0.027167	test
chr6:30695866-30699474	 -7.914741	 3.6988	3.539e+00	0.059939	test
chr6:30695950-30697936	 -1.964507	 5.5391	7.873e-01	0.374905	test
chr6:30695991-30706739	 -7.772406	 3.5798	3.386e+00	0.065759	test
chr6:30696038-30698095	 -4.817872	 1.5627	1.000e+00	0.317311	test
chr6:30696174-30698099	  0.730107	 3.9642	1.133e-01	0.736463	test
chr6:30696200-30700182	 -0.674976	 3.7435	9.133e-02	0.762493	test
chr6:30697244-30698258	 -1.844065	 5.1981	6.903e-01	0.406052	test
chr6:30697361-30698340	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:30697492-30698467	 -1.130138	 5.1491	2.730e-01	0.601358	test
chr6:30697536-30700473	 -0.073449	 7.2840	1.242e-03	0.971884	test
chr6:30697719-30698640	 -6.654652	 2.7051	2.291e+00	0.130099	test
chr6:30697839-30699331	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30697987-30699386	  0.020883	 6.9875	1.002e-04	0.992012	test
chr6:30698100-30700682	 -3.868136	 1.1489	5.868e-01	0.443655	test
chr6:30698111-30699630	 -2.319231	 4.8766	1.022e+00	0.312065	test
chr6:30698114-30708278	 -7.145254	 3.0750	2.746e+00	0.097483	test
chr6:30698237-30700075	 -0.617011	 5.0081	8.307e-02	0.773175	test
chr6:30698316-30702808	  0.127017	 7.1559	3.713e-03	0.951411	test
chr6:30698339-30700113	 -6.200580	 2.3849	1.910e+00	0.166976	test
chr6:30698452-30700445	  1.216184	 4.9570	3.228e-01	0.569926	test
chr6:30698612-30700626	  1.955873	 4.5496	7.965e-01	0.372144	test
chr6:30698653-30703068	 -1.044225	 5.9490	2.401e-01	0.624128	test
chr6:30698671-30709011	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30698877-30701159	  0.082983	 6.9906	1.583e-03	0.968263	test
chr6:30699385-30701793	 -0.585379	 4.9895	7.482e-02	0.784450	test
chr6:30699473-30703553	 -8.898102	 4.5589	4.664e+00	0.030807	test
chr6:30699475-30709939	  2.071079	 4.6375	8.888e-01	0.345790	test
chr6:30699499-30702472	  0.034753	 8.0229	2.793e-04	0.986667	test
chr6:30699690-30702753	  1.565132	 5.4287	5.313e-01	0.466053	test
chr6:30700108-30703048	  0.806612	 8.7211	1.489e-01	0.699546	test
chr6:30700120-30705788	  1.872866	 5.6582	7.501e-01	0.386444	test
chr6:30700428-30703066	 -2.027300	 6.5538	8.598e-01	0.353803	test
chr6:30700455-30706561	 -1.533421	 7.0968	5.137e-01	0.473524	test
chr6:30700620-30703473	 -0.136644	 6.5886	4.271e-03	0.947892	test
chr6:30700652-30710734	  0.030185	 5.7817	2.063e-04	0.988541	test
chr6:30700675-30708044	 -1.190347	 5.3728	3.043e-01	0.581186	test
chr6:30701139-30703491	 -0.702466	 9.8985	1.134e-01	0.736293	test
chr6:30701555-30704811	 -9.782382	 5.3763	5.749e+00	0.016501	test
chr6:30702389-30704951	  1.542086	 5.5636	5.175e-01	0.471919	test
chr6:30702729-30705464	 -7.437106	 3.3057	3.036e+00	0.081420	test
chr6:30702809-30711314	  0.284471	 4.3563	1.755e-02	0.894601	test
chr6:30702812-30708265	 -0.945471	 5.3733	1.947e-01	0.659059	test
chr6:30702829-30705590	  0.974598	 4.5687	2.065e-01	0.649505	test
chr6:30703049-30705784	 -0.437821	 7.9430	4.410e-02	0.833667	test
chr6:30703067-30708911	 -0.012823	 6.7845	3.772e-05	0.995099	test
chr6:30703289-30705985	  3.641483	 5.9181	2.468e+00	0.116214	test
chr6:30703463-30706503	 -1.263844	 6.5562	3.518e-01	0.553087	test
chr6:30703559-30708927	 -7.510690	 3.3651	3.112e+00	0.077737	test
chr6:30704770-30706559	  1.207531	 5.2319	3.203e-01	0.571434	test
chr6:30704942-30706705	 -0.682927	 7.2726	1.062e-01	0.744519	test
chr6:30704958-30709428	  1.559796	 6.3820	5.338e-01	0.465012	test
chr6:30705408-30707030	 -8.769103	 4.4428	4.510e+00	0.033689	test
chr6:30705526-30707043	  1.492192	 6.3996	4.904e-01	0.483768	test
chr6:30705744-30707817	 -1.482117	 7.4373	4.832e-01	0.486984	test
chr6:30705849-30707985	  1.211844	 5.5943	3.246e-01	0.568851	test
chr6:30706197-30708116	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30706527-30708251	 -2.721592	 6.3674	1.450e+00	0.228500	test
chr6:30706560-30709812	  4.978556	 6.0655	4.057e+00	0.043984	test
chr6:30706695-30708354	  0.080597	 8.1713	1.503e-03	0.969077	test
chr6:30706752-30711781	 -1.530203	 6.8961	5.104e-01	0.474987	test
chr6:30706848-30708521	  0.116100	 6.5974	3.088e-03	0.955688	test
chr6:30707031-30708592	 -6.654652	 2.7051	2.291e+00	0.130099	test
chr6:30707797-30708864	 -4.044608	 4.8785	2.469e+00	0.116144	test
chr6:30707875-30710120	 -1.820045	 3.1408	5.380e-01	0.463259	test
chr6:30707988-30709017	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30708036-30712384	  2.887607	 4.7977	1.633e+00	0.201345	test
chr6:30708106-30709123	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:30708213-30709321	 -2.309697	 3.4805	8.599e-01	0.353765	test
chr6:30708252-30710656	 -5.385682	 1.8704	1.327e+00	0.249262	test
chr6:30708313-30709427	  2.366616	 6.1048	1.164e+00	0.280739	test
chr6:30708451-30709708	  0.672465	 5.0430	1.004e-01	0.751380	test
chr6:30708564-30709802	  0.707305	 7.0190	1.141e-01	0.735508	test
chr6:30708581-30710930	 -0.851561	 6.7455	1.633e-01	0.686157	test
chr6:30708863-30709933	  1.442663	 5.8694	4.570e-01	0.499010	test
chr6:30708926-30711175	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30708999-30710104	 -3.868136	 1.1489	5.868e-01	0.443655	test
chr6:30709010-30715378	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30709121-30710212	 -1.059920	 7.0928	2.517e-01	0.615849	test
chr6:30709332-30710482	 -0.089425	 7.5999	1.845e-03	0.965741	test
chr6:30709341-30711422	  1.827850	 6.2091	7.207e-01	0.395910	test
chr6:30709426-30710659	  1.786333	 6.1413	6.897e-01	0.406280	test
chr6:30709569-30710792	  0.425615	 5.2473	4.054e-02	0.840436	test
chr6:30709792-30710913	  1.678843	 5.7567	6.104e-01	0.434625	test
chr6:30709811-30711618	 -1.167831	 6.0321	2.989e-01	0.584548	test
chr6:30709921-30711069	 -7.831036	 3.6286	3.449e+00	0.063305	test
chr6:30709943-30716704	 -7.359566	 3.2437	2.958e+00	0.085458	test
chr6:30710105-30712089	 -0.099840	 6.9429	2.289e-03	0.961842	test
chr6:30710110-30711215	 -1.790709	 5.4070	6.603e-01	0.416463	test
chr6:30710198-30711304	  1.476980	 3.7187	4.494e-01	0.502598	test
chr6:30710389-30711416	  0.202132	 7.2856	9.409e-03	0.922728	test
chr6:30710644-30711626	 -7.319175	 3.2116	2.917e+00	0.087626	test
chr6:30710653-30712324	 -0.551357	 4.0421	6.303e-02	0.801765	test
chr6:30710733-30716995	  1.542086	 5.5636	5.175e-01	0.471919	test
chr6:30710769-30711788	 -1.599536	 5.6615	5.399e-01	0.462458	test
chr6:30710912-30711988	 -5.534230	 1.9580	1.424e+00	0.232801	test
chr6:30710916-30712652	 -0.035236	 7.1454	2.857e-04	0.986515	test
chr6:30711064-30712073	 -0.203645	 6.7157	9.492e-03	0.922386	test
chr6:30711143-30714598	  0.241309	 5.6811	1.316e-02	0.908656	test
chr6:30711178-30712194	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30711252-30717437	  8.789238	 4.3096	8.146e+00	0.004317	test
chr6:30711279-30712308	 -1.006067	 7.6514	2.284e-01	0.632684	test
chr6:30711347-30715355	 -0.827856	 7.2881	1.553e-01	0.693503	test
chr6:30711416-30712481	 -8.116774	 3.8703	3.761e+00	0.052457	test
chr6:30711625-30712572	  0.136257	 5.5649	4.187e-03	0.948407	test
chr6:30711627-30715867	  0.959788	 6.7252	2.081e-01	0.648240	test
chr6:30711767-30713090	 -7.359566	 3.2437	2.958e+00	0.085458	test
chr6:30711795-30719337	  0.473798	 5.5789	5.057e-02	0.822069	test
chr6:30711935-30713840	  0.614571	 6.5029	8.598e-02	0.769347	test
chr6:30712006-30715876	 -1.778586	 5.1492	6.443e-01	0.422173	test
chr6:30712063-30714479	  0.111902	 5.3898	2.813e-03	0.957705	test
chr6:30712175-30714528	  0.529495	 9.0867	6.468e-02	0.799246	test
chr6:30712304-30714649	 -0.891330	 6.4550	1.779e-01	0.673203	test
chr6:30712323-30716405	 -0.146054	 8.9632	4.943e-03	0.943950	test
chr6:30712343-30719457	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30712453-30715179	  0.461840	 4.2789	4.612e-02	0.829950	test
chr6:30712565-30715362	  0.709215	 7.1223	1.148e-01	0.734744	test
chr6:30712608-30716461	  0.865583	 4.6072	1.635e-01	0.685924	test
chr6:30713073-30715548	 -2.607068	 5.1073	1.271e+00	0.259629	test
chr6:30713645-30715608	 -7.802018	 3.6044	3.417e+00	0.064509	test
chr6:30713965-30715783	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30714514-30715829	 -0.762429	 5.8717	1.294e-01	0.719039	test
chr6:30714557-30716701	 -0.974061	 6.3600	2.113e-01	0.645715	test
chr6:30714627-30720271	  0.650891	 5.4266	9.491e-02	0.758020	test
chr6:30714652-30715967	 -1.463580	 4.6221	4.345e-01	0.509767	test
chr6:30715174-30716167	 -7.049741	 3.0011	2.654e+00	0.103266	test
chr6:30715204-30716930	 -7.546121	 3.3938	3.148e+00	0.076014	test
chr6:30715361-30716291	 -3.102774	 7.2000	1.853e+00	0.173443	test
chr6:30715470-30716384	 -0.463557	 5.4782	4.788e-02	0.826797	test
chr6:30715559-30717191	  0.903548	 6.2272	1.840e-01	0.667991	test
chr6:30715573-30716422	  0.468577	 5.8639	4.971e-02	0.823566	test
chr6:30715685-30716657	 -6.108778	 2.3229	1.838e+00	0.175228	test
chr6:30715796-30716731	 -2.671530	 6.9606	1.424e+00	0.232677	test
chr6:30715884-30717424	 -8.093014	 3.8500	3.735e+00	0.053292	test
chr6:30715965-30720874	 -0.610244	 5.1657	8.176e-02	0.774925	test
chr6:30715966-30716928	 -0.679726	 6.8969	1.048e-01	0.746094	test
chr6:30716097-30717115	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30716169-30717653	  0.552224	 4.7277	6.715e-02	0.795535	test
chr6:30716210-30717239	 -8.314651	 4.0411	3.983e+00	0.045948	test
chr6:30716314-30717371	 -0.638603	 5.8926	9.125e-02	0.762591	test
chr6:30716408-30718159	  3.040108	 3.9726	1.745e+00	0.186474	test
chr6:30716415-30717492	  0.233936	 8.0988	1.265e-02	0.910457	test
chr6:30716626-30717630	  0.870744	 8.2125	1.730e-01	0.677445	test
chr6:30716688-30719332	 -8.068856	 3.8294	3.708e+00	0.054153	test
chr6:30716727-30718016	 -0.292085	 7.3116	1.960e-02	0.888648	test
chr6:30716798-30725525	  1.900232	 5.6522	7.708e-01	0.379966	test
chr6:30716900-30718085	 -1.307471	 4.8125	3.552e-01	0.551203	test
chr6:30716929-30719638	  0.591623	 7.3115	8.019e-02	0.777035	test
chr6:30717089-30718259	  0.383228	 7.1779	3.374e-02	0.854259	test
chr6:30717189-30719990	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30717239-30719305	  0.152383	 5.7986	5.261e-03	0.942179	test
chr6:30717368-30719439	 -0.154046	 6.5977	5.428e-03	0.941270	test
chr6:30717417-30720071	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30717435-30728599	  0.484010	 3.1688	4.656e-02	0.829152	test
chr6:30717496-30719565	  0.078625	 6.0407	1.406e-03	0.970089	test
chr6:30717643-30719690	  1.747034	 3.4066	6.099e-01	0.434827	test
chr6:30717644-30720309	 -0.476060	 4.7442	4.918e-02	0.824495	test
chr6:30717903-30719839	  1.677909	 7.0772	6.164e-01	0.432394	test
chr6:30718083-30719993	 -9.183313	 4.8188	5.008e+00	0.025238	test
chr6:30718165-30720537	  4.357622	 4.7620	3.242e+00	0.071782	test
chr6:30718202-30720121	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30718257-30729257	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:30719267-30720256	 -9.291658	 4.9185	5.140e+00	0.023384	test
chr6:30719308-30720806	 -7.049741	 3.0011	2.654e+00	0.103266	test
chr6:30719338-30732251	  0.096858	 4.2364	2.017e-03	0.964177	test
chr6:30719426-30720506	 -2.586040	 5.0902	1.252e+00	0.263198	test
chr6:30719550-30720621	 -1.672986	 4.7710	5.631e-01	0.453032	test
chr6:30719592-30721017	 -3.360302	 7.5651	2.133e+00	0.144186	test
chr6:30719653-30720759	  0.329341	 6.0471	2.466e-02	0.875220	test
chr6:30719838-30720859	 -0.755008	 6.1396	1.276e-01	0.720894	test
chr6:30719843-30721216	 -0.768232	 6.4459	1.328e-01	0.715588	test
chr6:30719974-30721000	 -0.432439	 7.0490	4.277e-02	0.836150	test
chr6:30720070-30722091	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30720101-30721212	 -7.190739	 3.1104	2.791e+00	0.094822	test
chr6:30720140-30736121	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30720255-30721291	  0.298393	 6.5552	2.037e-02	0.886505	test
chr6:30720316-30723869	 -1.984555	 7.3122	8.368e-01	0.360327	test
chr6:30720471-30721817	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30720503-30725531	  1.814765	 4.1825	6.830e-01	0.408568	test
chr6:30720601-30721823	 -8.068856	 3.8294	3.708e+00	0.054153	test
chr6:30720642-30736608	 -8.911749	 4.5713	4.680e+00	0.030516	test
chr6:30720701-30722056	 -9.125929	 4.7662	4.938e+00	0.026275	test
chr6:30720764-30727569	 -8.163151	 3.9101	3.813e+00	0.050862	test
chr6:30720835-30723686	 -7.319175	 3.2116	2.917e+00	0.087626	test
chr6:30720987-30723709	 -7.711292	 3.5291	3.321e+00	0.068404	test
chr6:30721003-30728607	  1.655367	 4.4985	5.792e-01	0.446617	test
chr6:30721125-30723819	 -6.837357	 2.8401	2.456e+00	0.117097	test
chr6:30721205-30729160	 -2.916877	 3.9383	1.349e+00	0.245483	test
chr6:30721285-30724847	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30721418-30725272	  0.951492	 4.0901	1.931e-01	0.660364	test
chr6:30721822-30725443	 -2.204885	 6.1268	9.915e-01	0.319388	test
chr6:30722011-30725450	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:30722078-30730983	 -8.991023	 4.6432	4.775e+00	0.028877	test
chr6:30723548-30725578	 -0.167034	 6.1651	6.345e-03	0.936513	test
chr6:30723709-30726600	 -6.445407	 2.5548	2.111e+00	0.146278	test
chr6:30723728-30731970	 -6.588220	 2.6569	2.233e+00	0.135086	test
chr6:30723818-30726828	 -8.375006	 4.0937	4.052e+00	0.044113	test
chr6:30723867-30736731	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30724437-30727038	 -0.438627	 7.5657	4.417e-02	0.833535	test
chr6:30725165-30727376	 -0.077911	 6.0532	1.379e-03	0.970373	test
chr6:30725344-30727475	 -0.153712	 4.9112	5.213e-03	0.942444	test
chr6:30725461-30727578	 -0.791368	 7.8314	1.427e-01	0.705658	test
chr6:30725477-30732178	  2.852027	 5.7886	1.621e+00	0.202916	test
chr6:30725577-30728275	 -1.717279	 4.8032	5.921e-01	0.441598	test
chr6:30725877-30728472	 -3.331746	 0.9711	4.187e-01	0.517592	test
chr6:30726698-30728510	  2.069588	 5.6709	9.046e-01	0.341554	test
chr6:30727038-30729108	 -6.778989	 2.7966	2.403e+00	0.121138	test
chr6:30727150-30729153	  1.085297	 5.5685	2.615e-01	0.609092	test
chr6:30727457-30729268	 -8.813397	 4.4825	4.563e+00	0.032672	test
chr6:30727519-30734698	  0.017078	 4.0329	6.183e-05	0.993726	test
chr6:30727561-30729531	 -9.078319	 4.7227	4.880e+00	0.027167	test
chr6:30727585-30737604	 -2.263353	 7.3175	1.065e+00	0.302027	test
chr6:30728026-30729678	 -6.893456	 2.8822	2.507e+00	0.113311	test
chr6:30728403-30729757	  0.734365	 7.3655	1.232e-01	0.725620	test
chr6:30728480-30734769	 -1.737170	 6.6437	6.462e-01	0.421466	test
chr6:30728505-30730181	 -1.541434	 6.1840	5.109e-01	0.474761	test
chr6:30729042-30730977	  1.115927	 8.5997	2.818e-01	0.595500	test
chr6:30729125-30735327	 -0.466042	 6.3930	4.928e-02	0.824328	test
chr6:30729142-30731393	  0.372797	 4.6590	3.055e-02	0.861250	test
chr6:30729267-30731577	 -0.199085	 5.0800	8.787e-03	0.925317	test
chr6:30729269-30740100	 -1.363990	 5.0983	3.906e-01	0.531997	test
chr6:30729471-30731666	  0.823066	 4.4779	1.473e-01	0.701137	test
chr6:30729562-30731764	 -0.421982	 6.6465	4.057e-02	0.840364	test
chr6:30729764-30731969	  2.328769	 7.3158	1.138e+00	0.286102	test
chr6:30729827-30735574	 -3.080675	 4.0682	1.496e+00	0.221301	test
chr6:30730180-30732163	  0.119365	 7.1000	3.278e-03	0.954344	test
chr6:30730976-30732323	 -6.445407	 2.5548	2.111e+00	0.146278	test
chr6:30731293-30734260	 -0.195397	 6.7551	8.743e-03	0.925502	test
chr6:30731524-30734379	 -1.628477	 5.9930	5.641e-01	0.452614	test
chr6:30731676-30734582	-10.280023	 5.8491	6.380e+00	0.011544	test
chr6:30731763-30734677	 -0.395737	 5.6546	3.511e-02	0.851355	test
chr6:30731766-30736076	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:30731954-30734768	  1.286336	 7.2830	3.702e-01	0.542917	test
chr6:30732153-30735229	  0.708291	 6.7198	1.142e-01	0.735431	test
chr6:30732177-30736581	-10.548116	 6.1066	6.724e+00	0.009513	test
chr6:30732241-30740986	  0.059072	 8.2251	8.075e-04	0.977331	test
chr6:30732322-30735255	  0.600805	 6.2956	8.202e-02	0.774576	test
chr6:30734201-30735453	  0.257116	 7.4772	1.523e-02	0.901768	test
chr6:30734385-30735565	 -1.386640	 5.5085	4.097e-01	0.522097	test
chr6:30734394-30736713	 -0.301131	 5.4986	2.030e-02	0.886696	test
chr6:30734527-30736039	 -1.278319	 8.2579	3.655e-01	0.545454	test
chr6:30734644-30736139	  1.006827	 7.9978	2.301e-01	0.631467	test
chr6:30734743-30737055	 -7.049741	 3.0011	2.654e+00	0.103266	test
chr6:30734753-30736502	 -4.565031	 1.4400	8.742e-01	0.349789	test
chr6:30735109-30736621	 -1.306266	 5.6151	3.668e-01	0.544732	test
chr6:30735223-30736725	  0.359882	 6.0336	2.943e-02	0.863787	test
chr6:30735311-30737571	 -0.899369	 4.7898	1.724e-01	0.677994	test
chr6:30735438-30736884	 -0.261701	 3.0219	1.291e-02	0.909538	test
chr6:30735545-30738208	  2.818500	 7.8388	1.606e+00	0.205074	test
chr6:30735552-30736979	 -1.172875	 5.8022	2.997e-01	0.584043	test
chr6:30735621-30742519	  3.112529	 3.4095	1.771e+00	0.183273	test
chr6:30736011-30737270	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30736083-30738461	 -7.234834	 3.1450	2.834e+00	0.092299	test
chr6:30736146-30744599	 -0.589686	 4.8100	7.534e-02	0.783721	test
chr6:30736148-30737487	 -0.342815	 6.2604	2.669e-02	0.870238	test
chr6:30736516-30737570	 -0.353371	 5.6309	2.801e-02	0.867079	test
chr6:30736520-30738671	  0.096858	 4.2364	2.017e-03	0.964177	test
chr6:30736607-30737816	 -1.046754	 5.2769	2.365e-01	0.626744	test
chr6:30736688-30744745	 -0.604525	 6.4744	8.269e-02	0.773682	test
chr6:30736724-30738112	 -0.763363	 4.1664	1.205e-01	0.728512	test
chr6:30736726-30738973	 -1.454017	 5.3724	4.462e-01	0.504157	test
chr6:30736838-30738112	 -0.737029	 5.0804	1.182e-01	0.730943	test
chr6:30736975-30738232	 -7.145254	 3.0750	2.746e+00	0.097483	test
chr6:30736995-30740080	 -7.359566	 3.2437	2.958e+00	0.085458	test
chr6:30737273-30738343	 -2.686264	 5.5627	1.374e+00	0.241199	test
chr6:30737438-30738460	 -8.019291	 3.7872	3.653e+00	0.055957	test
chr6:30737488-30740949	 -0.933229	 4.8113	1.855e-01	0.666727	test
chr6:30737566-30738627	  0.126911	 5.9518	3.658e-03	0.951769	test
chr6:30737572-30746089	 -1.410170	 6.3054	4.323e-01	0.510855	test
chr6:30737804-30738803	  0.795822	 6.1260	1.430e-01	0.705327	test
chr6:30737839-30742151	  1.296407	 7.0914	3.754e-01	0.540052	test
chr6:30737985-30738959	 -0.375977	 7.6341	3.251e-02	0.856922	test
chr6:30738104-30740048	 -0.138403	 6.8879	4.395e-03	0.947144	test
chr6:30738203-30742361	 -0.357398	 5.1658	2.829e-02	0.866440	test
chr6:30738215-30740039	 -0.750893	 6.5638	1.271e-01	0.721428	test
chr6:30738340-30740173	 -0.617011	 5.0081	8.307e-02	0.773175	test
chr6:30738459-30740402	 -0.571184	 5.8524	7.310e-02	0.786871	test
chr6:30738466-30742708	 -2.552327	 3.6588	1.044e+00	0.306875	test
chr6:30738623-30740422	  1.055561	 6.4936	2.504e-01	0.616787	test
chr6:30738766-30740816	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:30738804-30743258	 -6.010735	 2.2578	1.762e+00	0.184336	test
chr6:30738952-30740945	 -0.760937	 7.2068	1.314e-01	0.716945	test
chr6:30739126-30741594	  2.585413	 5.6843	1.360e+00	0.243570	test
chr6:30740049-30742098	 -6.200580	 2.3849	1.910e+00	0.166976	test
chr6:30740061-30743563	  2.635671	 8.1018	1.426e+00	0.232356	test
chr6:30740085-30747523	 -6.518580	 2.6068	2.173e+00	0.140463	test
chr6:30740156-30742101	 -0.981426	 7.0406	2.165e-01	0.641746	test
chr6:30740304-30742322	  0.761609	 5.3841	1.296e-01	0.718896	test
chr6:30740406-30742330	  0.222585	 6.0955	1.128e-02	0.915428	test
chr6:30740612-30742505	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30740948-30744572	 -8.610789	 4.3015	4.324e+00	0.037568	test
chr6:30740958-30742644	 -9.016508	 4.6663	4.806e+00	0.028367	test
chr6:30740959-30749671	 -3.868136	 1.1489	5.868e-01	0.443655	test
chr6:30741441-30742776	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30741817-30743143	 -7.510690	 3.3651	3.112e+00	0.077737	test
chr6:30742100-30743240	  0.516274	 5.1058	5.938e-02	0.807473	test
chr6:30742139-30744755	 -1.920391	 4.9540	7.335e-01	0.391742	test
chr6:30742200-30743574	 -0.968002	 7.7801	2.120e-01	0.645212	test
chr6:30742337-30744496	  1.464181	 5.6446	4.689e-01	0.493496	test
chr6:30742350-30746079	  1.862062	 6.1243	7.458e-01	0.387812	test
chr6:30742376-30756007	 -1.308137	 7.1622	3.790e-01	0.538112	test
chr6:30742496-30744554	 -0.309138	 4.6513	2.077e-02	0.885402	test
chr6:30742584-30746351	 -1.729294	 4.4313	5.839e-01	0.444801	test
chr6:30742654-30744704	 -0.427441	 5.5691	4.085e-02	0.839833	test
chr6:30742754-30745947	  1.509438	 8.1875	5.055e-01	0.477076	test
chr6:30743125-30746043	  0.163078	 6.5313	6.087e-03	0.937812	test
chr6:30743144-30747467	  1.175202	 6.8027	3.096e-01	0.577896	test
chr6:30743239-30746140	 -2.420968	 6.6157	1.188e+00	0.275771	test
chr6:30743265-30757279	  0.000000	 0.5039	0.000e+00	1.000000	test
chr6:30743509-30746275	 -0.804963	 6.5348	1.457e-01	0.702633	test
chr6:30743576-30747481	  0.942759	 6.7618	2.010e-01	0.653934	test
chr6:30744340-30746378	 -2.732071	 3.7950	1.190e+00	0.275270	test
chr6:30744548-30748358	 -8.163151	 3.9101	3.813e+00	0.050862	test
chr6:30744549-30746497	  3.081074	 3.6221	1.760e+00	0.184667	test
chr6:30744711-30746608	 -1.864465	 6.0238	7.271e-01	0.393825	test
chr6:30744711-30758633	  1.131738	 6.5043	2.870e-01	0.592126	test
chr6:30744765-30749608	 -0.503124	 4.9416	5.534e-02	0.814021	test
chr6:30745305-30747128	  1.913892	 6.9810	7.900e-01	0.374100	test
chr6:30746007-30747229	  1.076590	 5.6371	2.577e-01	0.611717	test
chr6:30746044-30749646	  0.000000	 0.5039	0.000e+00	1.000000	test
