chrm 	start 	end 	name
chr6	30562711	30570691	chr6:30562711-30570691
chr6	30562763	30566202	chr6:30562763-30566202
chr6	30562955	30566846	chr6:30562955-30566846
chr6	30563378	30566843	chr6:30563378-30566843
chr6	30563436	30571575	chr6:30563436-30571575
chr6	30563440	30568592	chr6:30563440-30568592
chr6	30563478	30567458	chr6:30563478-30567458
chr6	30565064	30567454	chr6:30565064-30567454
chr6	30565116	30568771	chr6:30565116-30568771
chr6	30565238	30567598	chr6:30565238-30567598
chr6	30565253	30572002	chr6:30565253-30572002
chr6	30565331	30568971	chr6:30565331-30568971
chr6	30565356	30567681	chr6:30565356-30567681
chr6	30566128	30568433	chr6:30566128-30568433
chr6	30566225	30569333	chr6:30566225-30569333
chr6	30566544	30568467	chr6:30566544-30568467
chr6	30566838	30568605	chr6:30566838-30568605
chr6	30567244	30568728	chr6:30567244-30568728
chr6	30567445	30568965	chr6:30567445-30568965
chr6	30567494	30569505	chr6:30567494-30569505
chr6	30567584	30569079	chr6:30567584-30569079
chr6	30567603	30572502	chr6:30567603-30572502
chr6	30567680	30569276	chr6:30567680-30569276
chr6	30567688	30570073	chr6:30567688-30570073
chr6	30568290	30569331	chr6:30568290-30569331
chr6	30568451	30569462	chr6:30568451-30569462
chr6	30568519	30570294	chr6:30568519-30570294
chr6	30568599	30569551	chr6:30568599-30569551
chr6	30568653	30573130	chr6:30568653-30573130
chr6	30568702	30569656	chr6:30568702-30569656
chr6	30568769	30570323	chr6:30568769-30570323
chr6	30568948	30569826	chr6:30568948-30569826
chr6	30568970	30570688	chr6:30568970-30570688
chr6	30569075	30570072	chr6:30569075-30570072
chr6	30569203	30570215	chr6:30569203-30570215
chr6	30569263	30571015	chr6:30569263-30571015
chr6	30569330	30570329	chr6:30569330-30570329
chr6	30569347	30573740	chr6:30569347-30573740
chr6	30569436	30570601	chr6:30569436-30570601
chr6	30569495	30571136	chr6:30569495-30571136
chr6	30569548	30570698	chr6:30569548-30570698
chr6	30569668	30570800	chr6:30569668-30570800
chr6	30569810	30570993	chr6:30569810-30570993
chr6	30569844	30571410	chr6:30569844-30571410
chr6	30570058	30571116	chr6:30570058-30571116
chr6	30570075	30571634	chr6:30570075-30571634
chr6	30570214	30571254	chr6:30570214-30571254
chr6	30570309	30571840	chr6:30570309-30571840
chr6	30570315	30571402	chr6:30570315-30571402
chr6	30570544	30571564	chr6:30570544-30571564
chr6	30570621	30572219	chr6:30570621-30572219
chr6	30570666	30571707	chr6:30570666-30571707
chr6	30570690	30574266	chr6:30570690-30574266
chr6	30570798	30571831	chr6:30570798-30571831
chr6	30570872	30572450	chr6:30570872-30572450
chr6	30570935	30571968	chr6:30570935-30571968
chr6	30571065	30572135	chr6:30571065-30572135
chr6	30571134	30572693	chr6:30571134-30572693
chr6	30571205	30572215	chr6:30571205-30572215
chr6	30571319	30572325	chr6:30571319-30572325
chr6	30571417	30572973	chr6:30571417-30572973
chr6	30571431	30576591	chr6:30571431-30576591
chr6	30571563	30572438	chr6:30571563-30572438
chr6	30571623	30573227	chr6:30571623-30573227
chr6	30571704	30572588	chr6:30571704-30572588
chr6	30571825	30572692	chr6:30571825-30572692
chr6	30571832	30573691	chr6:30571832-30573691
chr6	30571933	30572776	chr6:30571933-30572776
chr6	30571955	30577146	chr6:30571955-30577146
chr6	30572109	30572933	chr6:30572109-30572933
chr6	30572225	30573129	chr6:30572225-30573129
chr6	30572230	30573925	chr6:30572230-30573925
chr6	30572319	30573216	chr6:30572319-30573216
chr6	30572435	30573327	chr6:30572435-30573327
chr6	30572444	30574241	chr6:30572444-30574241
chr6	30572501	30577721	chr6:30572501-30577721
chr6	30572573	30573689	chr6:30572573-30573689
chr6	30572654	30576471	chr6:30572654-30576471
chr6	30572665	30573820	chr6:30572665-30573820
chr6	30572770	30573924	chr6:30572770-30573924
chr6	30572914	30574066	chr6:30572914-30574066
chr6	30572963	30576683	chr6:30572963-30576683
chr6	30573003	30580728	chr6:30573003-30580728
chr6	30573066	30574250	chr6:30573066-30574250
chr6	30573165	30574353	chr6:30573165-30574353
chr6	30573226	30577144	chr6:30573226-30577144
chr6	30573321	30574606	chr6:30573321-30574606
chr6	30573690	30577406	chr6:30573690-30577406
chr6	30573701	30574632	chr6:30573701-30574632
chr6	30573705	30581579	chr6:30573705-30581579
chr6	30573801	30575233	chr6:30573801-30575233
chr6	30573890	30577682	chr6:30573890-30577682
chr6	30573901	30575704	chr6:30573901-30575704
chr6	30574026	30575979	chr6:30574026-30575979
chr6	30574189	30576377	chr6:30574189-30576377
chr6	30574238	30577970	chr6:30574238-30577970
chr6	30574250	30582157	chr6:30574250-30582157
chr6	30574347	30576561	chr6:30574347-30576561
chr6	30574482	30576680	chr6:30574482-30576680
chr6	30574602	30576805	chr6:30574602-30576805
chr6	30574865	30577075	chr6:30574865-30577075
chr6	30575465	30577209	chr6:30575465-30577209
chr6	30575708	30577392	chr6:30575708-30577392
chr6	30576378	30578185	chr6:30576378-30578185
chr6	30576391	30577529	chr6:30576391-30577529
chr6	30576563	30577658	chr6:30576563-30577658
chr6	30576590	30583237	chr6:30576590-30583237
chr6	30576693	30577767	chr6:30576693-30577767
chr6	30576697	30579514	chr6:30576697-30579514
chr6	30576800	30577921	chr6:30576800-30577921
chr6	30577034	30578109	chr6:30577034-30578109
chr6	30577082	30580556	chr6:30577082-30580556
chr6	30577145	30584448	chr6:30577145-30584448
chr6	30577173	30578344	chr6:30577173-30578344
chr6	30577372	30578409	chr6:30577372-30578409
chr6	30577397	30580586	chr6:30577397-30580586
chr6	30577497	30578530	chr6:30577497-30578530
chr6	30577659	30580891	chr6:30577659-30580891
chr6	30577663	30578652	chr6:30577663-30578652
chr6	30577687	30584901	chr6:30577687-30584901
chr6	30577766	30578804	chr6:30577766-30578804
chr6	30577903	30579297	chr6:30577903-30579297
chr6	30577922	30581563	chr6:30577922-30581563
chr6	30578088	30579432	chr6:30578088-30579432
chr6	30578122	30581764	chr6:30578122-30581764
chr6	30578187	30579649	chr6:30578187-30579649
chr6	30578406	30579989	chr6:30578406-30579989
chr6	30578525	30580142	chr6:30578525-30580142
chr6	30578551	30582135	chr6:30578551-30582135
chr6	30578654	30580436	chr6:30578654-30580436
chr6	30578800	30580551	chr6:30578800-30580551
chr6	30579147	30580722	chr6:30579147-30580722
chr6	30579434	30580835	chr6:30579434-30580835
chr6	30579589	30581035	chr6:30579589-30581035
chr6	30579650	30582335	chr6:30579650-30582335
chr6	30579812	30581236	chr6:30579812-30581236
chr6	30579996	30581407	chr6:30579996-30581407
chr6	30580147	30581516	chr6:30580147-30581516
chr6	30580535	30581748	chr6:30580535-30581748
chr6	30580585	30582926	chr6:30580585-30582926
chr6	30580624	30585534	chr6:30580624-30585534
chr6	30580666	30581820	chr6:30580666-30581820
chr6	30580829	30581921	chr6:30580829-30581921
chr6	30580885	30583207	chr6:30580885-30583207
chr6	30581043	30582117	chr6:30581043-30582117
chr6	30581159	30582162	chr6:30581159-30582162
chr6	30581343	30582275	chr6:30581343-30582275
chr6	30581454	30583980	chr6:30581454-30583980
chr6	30581496	30582523	chr6:30581496-30582523
chr6	30581575	30586337	chr6:30581575-30586337
chr6	30581701	30582558	chr6:30581701-30582558
chr6	30581763	30584447	chr6:30581763-30584447
chr6	30581828	30582855	chr6:30581828-30582855
chr6	30581920	30582871	chr6:30581920-30582871
chr6	30581969	30584882	chr6:30581969-30584882
chr6	30582072	30583152	chr6:30582072-30583152
chr6	30582155	30587540	chr6:30582155-30587540
chr6	30582158	30583201	chr6:30582158-30583201
chr6	30582280	30583290	chr6:30582280-30583290
chr6	30582331	30585101	chr6:30582331-30585101
chr6	30582375	30583458	chr6:30582375-30583458
chr6	30582538	30583914	chr6:30582538-30583914
chr6	30582742	30584096	chr6:30582742-30584096
chr6	30582846	30584445	chr6:30582846-30584445
chr6	30582908	30585511	chr6:30582908-30585511
chr6	30583040	30584446	chr6:30583040-30584446
chr6	30583161	30584571	chr6:30583161-30584571
chr6	30583187	30585625	chr6:30583187-30585625
chr6	30583236	30588190	chr6:30583236-30588190
chr6	30583295	30584774	chr6:30583295-30584774
chr6	30583457	30584874	chr6:30583457-30584874
chr6	30583867	30585006	chr6:30583867-30585006
chr6	30583959	30585822	chr6:30583959-30585822
chr6	30584066	30585080	chr6:30584066-30585080
chr6	30584132	30590672	chr6:30584132-30590672
chr6	30584282	30585351	chr6:30584282-30585351
chr6	30584431	30585499	chr6:30584431-30585499
chr6	30584432	30586227	chr6:30584432-30586227
chr6	30584566	30585533	chr6:30584566-30585533
chr6	30584686	30585641	chr6:30584686-30585641
chr6	30584864	30585770	chr6:30584864-30585770
chr6	30584881	30586399	chr6:30584881-30586399
chr6	30584886	30593148	chr6:30584886-30593148
chr6	30584977	30585874	chr6:30584977-30585874
chr6	30585079	30586101	chr6:30585079-30586101
chr6	30585100	30587388	chr6:30585100-30587388
chr6	30585292	30586153	chr6:30585292-30586153
chr6	30585337	30587515	chr6:30585337-30587515
chr6	30585427	30586320	chr6:30585427-30586320
chr6	30585512	30594207	chr6:30585512-30594207
chr6	30585532	30586453	chr6:30585532-30586453
chr6	30585594	30587733	chr6:30585594-30587733
chr6	30585627	30586544	chr6:30585627-30586544
chr6	30585755	30587354	chr6:30585755-30587354
chr6	30585821	30588202	chr6:30585821-30588202
chr6	30585868	30587496	chr6:30585868-30587496
chr6	30585986	30587563	chr6:30585986-30587563
chr6	30586152	30587713	chr6:30586152-30587713
chr6	30586154	30588738	chr6:30586154-30588738
chr6	30586304	30588168	chr6:30586304-30588168
chr6	30586323	30594848	chr6:30586323-30594848
chr6	30586370	30590479	chr6:30586370-30590479
chr6	30586411	30588649	chr6:30586411-30588649
chr6	30586498	30589292	chr6:30586498-30589292
chr6	30586593	30590646	chr6:30586593-30590646
chr6	30587284	30590027	chr6:30587284-30590027
chr6	30587389	30592500	chr6:30587389-30592500
chr6	30587445	30590465	chr6:30587445-30590465
chr6	30587516	30595446	chr6:30587516-30595446
chr6	30587562	30590599	chr6:30587562-30590599
chr6	30587712	30590758	chr6:30587712-30590758
chr6	30587729	30592588	chr6:30587729-30592588
chr6	30588175	30591519	chr6:30588175-30591519
chr6	30588189	30595956	chr6:30588189-30595956
chr6	30588199	30593070	chr6:30588199-30593070
chr6	30588645	30591725	chr6:30588645-30591725
chr6	30588663	30593307	chr6:30588663-30593307
chr6	30588777	30592379	chr6:30588777-30592379
chr6	30590007	30592472	chr6:30590007-30592472
chr6	30590031	30593510	chr6:30590031-30593510
chr6	30590455	30592594	chr6:30590455-30592594
chr6	30590584	30592831	chr6:30590584-30592831
chr6	30590606	30594203	chr6:30590606-30594203
chr6	30590647	30599712	chr6:30590647-30599712
chr6	30590736	30592944	chr6:30590736-30592944
chr6	30591372	30593040	chr6:30591372-30593040
chr6	30591712	30594518	chr6:30591712-30594518
chr6	30591724	30593132	chr6:30591724-30593132
chr6	30592268	30593305	chr6:30592268-30593305
chr6	30592483	30593446	chr6:30592483-30593446
chr6	30592552	30594677	chr6:30592552-30594677
chr6	30592578	30593562	chr6:30592578-30593562
chr6	30592731	30594030	chr6:30592731-30594030
chr6	30592844	30594201	chr6:30592844-30594201
chr6	30592997	30594295	chr6:30592997-30594295
chr6	30593040	30594912	chr6:30593040-30594912
chr6	30593106	30594386	chr6:30593106-30594386
chr6	30593141	30601084	chr6:30593141-30601084
chr6	30593306	30595412	chr6:30593306-30595412
chr6	30593311	30594517	chr6:30593311-30594517
chr6	30593425	30594679	chr6:30593425-30594679
chr6	30593509	30595856	chr6:30593509-30595856
chr6	30593570	30594846	chr6:30593570-30594846
chr6	30593973	30594958	chr6:30593973-30594958
chr6	30594162	30595114	chr6:30594162-30595114
chr6	30594202	30595918	chr6:30594202-30595918
chr6	30594206	30608381	chr6:30594206-30608381
chr6	30594268	30595351	chr6:30594268-30595351
chr6	30594364	30595374	chr6:30594364-30595374
chr6	30594428	30596127	chr6:30594428-30596127
chr6	30594490	30595505	chr6:30594490-30595505
chr6	30594599	30595628	chr6:30594599-30595628
chr6	30594667	30598913	chr6:30594667-30598913
chr6	30594840	30595753	chr6:30594840-30595753
chr6	30594847	30609570	chr6:30594847-30609570
chr6	30594871	30599646	chr6:30594871-30599646
chr6	30594951	30595849	chr6:30594951-30595849
chr6	30595080	30595954	chr6:30595080-30595954
chr6	30595187	30596098	chr6:30595187-30596098
chr6	30595367	30597313	chr6:30595367-30597313
chr6	30595408	30601072	chr6:30595408-30601072
chr6	30595432	30610800	chr6:30595432-30610800
chr6	30595504	30597766	chr6:30595504-30597766
chr6	30595606	30597771	chr6:30595606-30597771
chr6	30595705	30601212	chr6:30595705-30601212
chr6	30595721	30598767	chr6:30595721-30598767
chr6	30595828	30598882	chr6:30595828-30598882
chr6	30595895	30601458	chr6:30595895-30601458
chr6	30595939	30599642	chr6:30595939-30599642
chr6	30595955	30610791	chr6:30595955-30610791
chr6	30596072	30599770	chr6:30596072-30599770
chr6	30596113	30603813	chr6:30596113-30603813
chr6	30596174	30600760	chr6:30596174-30600760
chr6	30597316	30600808	chr6:30597316-30600808
chr6	30597767	30600996	chr6:30597767-30600996
chr6	30598766	30601200	chr6:30598766-30601200
chr6	30598880	30601384	chr6:30598880-30601384
chr6	30598887	30604493	chr6:30598887-30604493
chr6	30599617	30601413	chr6:30599617-30601413
chr6	30599645	30605132	chr6:30599645-30605132
chr6	30599701	30611706	chr6:30599701-30611706
chr6	30599732	30601662	chr6:30599732-30601662
chr6	30600433	30602373	chr6:30600433-30602373
chr6	30600805	30603526	chr6:30600805-30603526
chr6	30600995	30603812	chr6:30600995-30603812
chr6	30600998	30608230	chr6:30600998-30608230
chr6	30601062	30612022	chr6:30601062-30612022
chr6	30601131	30603997	chr6:30601131-30603997
chr6	30601202	30608236	chr6:30601202-30608236
chr6	30601231	30604417	chr6:30601231-30604417
chr6	30601410	30604883	chr6:30601410-30604883
chr6	30601443	30608529	chr6:30601443-30608529
chr6	30601654	30605125	chr6:30601654-30605125
chr6	30601663	30608667	chr6:30601663-30608667
chr6	30601828	30606489	chr6:30601828-30606489
chr6	30603519	30606546	chr6:30603519-30606546
chr6	30603811	30606723	chr6:30603811-30606723
chr6	30603814	30609139	chr6:30603814-30609139
chr6	30603943	30607048	chr6:30603943-30607048
chr6	30604399	30608229	chr6:30604399-30608229
chr6	30604878	30608394	chr6:30604878-30608394
chr6	30604917	30609145	chr6:30604917-30609145
chr6	30605114	30608460	chr6:30605114-30608460
chr6	30605265	30608622	chr6:30605265-30608622
chr6	30606478	30608849	chr6:30606478-30608849
chr6	30606558	30609539	chr6:30606558-30609539
chr6	30606618	30609130	chr6:30606618-30609130
chr6	30606739	30609208	chr6:30606739-30609208
chr6	30608228	30609338	chr6:30608228-30609338
chr6	30608235	30609644	chr6:30608235-30609644
chr6	30608241	30612823	chr6:30608241-30612823
chr6	30608330	30609515	chr6:30608330-30609515
chr6	30608442	30609921	chr6:30608442-30609921
chr6	30608459	30609616	chr6:30608459-30609616
chr6	30608628	30609748	chr6:30608628-30609748
chr6	30608642	30610791	chr6:30608642-30610791
chr6	30608844	30609852	chr6:30608844-30609852
chr6	30608872	30610987	chr6:30608872-30610987
chr6	30609102	30610013	chr6:30609102-30610013
chr6	30609126	30611485	chr6:30609126-30611485
chr6	30609203	30610654	chr6:30609203-30610654
chr6	30609319	30610771	chr6:30609319-30610771
chr6	30609385	30611611	chr6:30609385-30611611
chr6	30609475	30610993	chr6:30609475-30610993
chr6	30609562	30613784	chr6:30609562-30613784
chr6	30609617	30611874	chr6:30609617-30611874
chr6	30609618	30611114	chr6:30609618-30611114
chr6	30609714	30611319	chr6:30609714-30611319
chr6	30609830	30611459	chr6:30609830-30611459
chr6	30609886	30612166	chr6:30609886-30612166
chr6	30609984	30611553	chr6:30609984-30611553
chr6	30610060	30615740	chr6:30610060-30615740
chr6	30610580	30611691	chr6:30610580-30611691
chr6	30610642	30612775	chr6:30610642-30612775
chr6	30610754	30611864	chr6:30610754-30611864
chr6	30610801	30615730	chr6:30610801-30615730
chr6	30610985	30611974	chr6:30610985-30611974
chr6	30610994	30613627	chr6:30610994-30613627
chr6	30611110	30612119	chr6:30611110-30612119
chr6	30611281	30612245	chr6:30611281-30612245
chr6	30611321	30613663	chr6:30611321-30613663
chr6	30611421	30612661	chr6:30611421-30612661
chr6	30611494	30617277	chr6:30611494-30617277
chr6	30611561	30612750	chr6:30611561-30612750
chr6	30611586	30614052	chr6:30611586-30614052
chr6	30611690	30612852	chr6:30611690-30612852
chr6	30611815	30613291	chr6:30611815-30613291
chr6	30611873	30615369	chr6:30611873-30615369
chr6	30611973	30613340	chr6:30611973-30613340
chr6	30612013	30617799	chr6:30612013-30617799
chr6	30612084	30613626	chr6:30612084-30613626
chr6	30612120	30615424	chr6:30612120-30615424
chr6	30612211	30613740	chr6:30612211-30613740
chr6	30612500	30614026	chr6:30612500-30614026
chr6	30612732	30614049	chr6:30612732-30614049
chr6	30612756	30615712	chr6:30612756-30615712
chr6	30612774	30618867	chr6:30612774-30618867
chr6	30612836	30614167	chr6:30612836-30614167
chr6	30612977	30614370	chr6:30612977-30614370
chr6	30613335	30614377	chr6:30613335-30614377
chr6	30613347	30617269	chr6:30613347-30617269
chr6	30613623	30614647	chr6:30613623-30614647
chr6	30613662	30617574	chr6:30613662-30617574
chr6	30613720	30620591	chr6:30613720-30620591
chr6	30613747	30615005	chr6:30613747-30615005
chr6	30613860	30615301	chr6:30613860-30615301
chr6	30614043	30615361	chr6:30614043-30615361
chr6	30614050	30617778	chr6:30614050-30617778
chr6	30614155	30615650	chr6:30614155-30615650
chr6	30614240	30622458	chr6:30614240-30622458
chr6	30614282	30615668	chr6:30614282-30615668
chr6	30614389	30615803	chr6:30614389-30615803
chr6	30614640	30615944	chr6:30614640-30615944
chr6	30614710	30618848	chr6:30614710-30618848
chr6	30614811	30616820	chr6:30614811-30616820
chr6	30615023	30616860	chr6:30615023-30616860
chr6	30615360	30617228	chr6:30615360-30617228
chr6	30615392	30619588	chr6:30615392-30619588
chr6	30615494	30617347	chr6:30615494-30617347
chr6	30615654	30617502	chr6:30615654-30617502
chr6	30615712	30620128	chr6:30615712-30620128
chr6	30615727	30622483	chr6:30615727-30622483
chr6	30615776	30617616	chr6:30615776-30617616
chr6	30615896	30617767	chr6:30615896-30617767
chr6	30616041	30618791	chr6:30616041-30618791
chr6	30616826	30618814	chr6:30616826-30618814
chr6	30617233	30619115	chr6:30617233-30619115
chr6	30617248	30620485	chr6:30617248-30620485
chr6	30617263	30622998	chr6:30617263-30622998
chr6	30617346	30619206	chr6:30617346-30619206
chr6	30617475	30619579	chr6:30617475-30619579
chr6	30617557	30621101	chr6:30617557-30621101
chr6	30617595	30620108	chr6:30617595-30620108
chr6	30617751	30620426	chr6:30617751-30620426
chr6	30617763	30621505	chr6:30617763-30621505
chr6	30617798	30624100	chr6:30617798-30624100
chr6	30618108	30620556	chr6:30618108-30620556
chr6	30618800	30620740	chr6:30618800-30620740
chr6	30618820	30622413	chr6:30618820-30622413
chr6	30618865	30625253	chr6:30618865-30625253
chr6	30619037	30621029	chr6:30619037-30621029
chr6	30619149	30621453	chr6:30619149-30621453
chr6	30619239	30622457	chr6:30619239-30622457
chr6	30619578	30622021	chr6:30619578-30622021
chr6	30620109	30622423	chr6:30620109-30622423
chr6	30620116	30622649	chr6:30620116-30622649
chr6	30620402	30622537	chr6:30620402-30622537
chr6	30620473	30622903	chr6:30620473-30622903
chr6	30620505	30625598	chr6:30620505-30625598
chr6	30620553	30622627	chr6:30620553-30622627
chr6	30620700	30622824	chr6:30620700-30622824
chr6	30620743	30623385	chr6:30620743-30623385
chr6	30621028	30622841	chr6:30621028-30622841
chr6	30621448	30622974	chr6:30621448-30622974
chr6	30621459	30623817	chr6:30621459-30623817
chr6	30621513	30627171	chr6:30621513-30627171
chr6	30621970	30623282	chr6:30621970-30623282
chr6	30622058	30624033	chr6:30622058-30624033
chr6	30622394	30623303	chr6:30622394-30623303
chr6	30622430	30624304	chr6:30622430-30624304
chr6	30622460	30628149	chr6:30622460-30628149
chr6	30622517	30623522	chr6:30622517-30623522
chr6	30622618	30623766	chr6:30622618-30623766
chr6	30622657	30624805	chr6:30622657-30624805
chr6	30622740	30623794	chr6:30622740-30623794
chr6	30622840	30624018	chr6:30622840-30624018
chr6	30622864	30624967	chr6:30622864-30624967
chr6	30622957	30624084	chr6:30622957-30624084
chr6	30622978	30629368	chr6:30622978-30629368
chr6	30623112	30624253	chr6:30623112-30624253
chr6	30623298	30625200	chr6:30623298-30625200
chr6	30623299	30624379	chr6:30623299-30624379
chr6	30623415	30624467	chr6:30623415-30624467
chr6	30623535	30624642	chr6:30623535-30624642
chr6	30623773	30624681	chr6:30623773-30624681
chr6	30623816	30625534	chr6:30623816-30625534
chr6	30623979	30624804	chr6:30623979-30624804
chr6	30624043	30625731	chr6:30624043-30625731
chr6	30624081	30624875	chr6:30624081-30624875
chr6	30624085	30629893	chr6:30624085-30629893
chr6	30624206	30625009	chr6:30624206-30625009
chr6	30624260	30626613	chr6:30624260-30626613
chr6	30624357	30625167	chr6:30624357-30625167
chr6	30624472	30625447	chr6:30624472-30625447
chr6	30624574	30625586	chr6:30624574-30625586
chr6	30624664	30625730	chr6:30624664-30625730
chr6	30624681	30627029	chr6:30624681-30627029
chr6	30624769	30626592	chr6:30624769-30626592
chr6	30624866	30630467	chr6:30624866-30630467
chr6	30624884	30626644	chr6:30624884-30626644
chr6	30624965	30627280	chr6:30624965-30627280
chr6	30624998	30627003	chr6:30624998-30627003
chr6	30625164	30627170	chr6:30625164-30627170
chr6	30625169	30627842	chr6:30625169-30627842
chr6	30625448	30628019	chr6:30625448-30628019
chr6	30625460	30627246	chr6:30625460-30627246
chr6	30625573	30627407	chr6:30625573-30627407
chr6	30625589	30631028	chr6:30625589-30631028
chr6	30625651	30628300	chr6:30625651-30628300
chr6	30625729	30627541	chr6:30625729-30627541
chr6	30626525	30627841	chr6:30626525-30627841
chr6	30626601	30629211	chr6:30626601-30629211
chr6	30626639	30627995	chr6:30626639-30627995
chr6	30627002	30628138	chr6:30627002-30628138
chr6	30627006	30629582	chr6:30627006-30629582
chr6	30627060	30632604	chr6:30627060-30632604
chr6	30627123	30628217	chr6:30627123-30628217
chr6	30627258	30629169	chr6:30627258-30629169
chr6	30627267	30629892	chr6:30627267-30629892
chr6	30627380	30629206	chr6:30627380-30629206
chr6	30627501	30629372	chr6:30627501-30629372
chr6	30627542	30630359	chr6:30627542-30630359
chr6	30627801	30629533	chr6:30627801-30629533
chr6	30627928	30629570	chr6:30627928-30629570
chr6	30628018	30630409	chr6:30628018-30630409
chr6	30628094	30629713	chr6:30628094-30629713
chr6	30628139	30633145	chr6:30628139-30633145
chr6	30628216	30629849	chr6:30628216-30629849
chr6	30628236	30630580	chr6:30628236-30630580
chr6	30628951	30630008	chr6:30628951-30630008
chr6	30629159	30630090	chr6:30629159-30630090
chr6	30629205	30633741	chr6:30629205-30633741
chr6	30629207	30630993	chr6:30629207-30630993
chr6	30629284	30630315	chr6:30629284-30630315
chr6	30629408	30630418	chr6:30629408-30630418
chr6	30629538	30630525	chr6:30629538-30630525
chr6	30629560	30632325	chr6:30629560-30632325
chr6	30629691	30630671	chr6:30629691-30630671
chr6	30629759	30634292	chr6:30629759-30634292
chr6	30629831	30630847	chr6:30629831-30630847
chr6	30629877	30632601	chr6:30629877-30632601
chr6	30629950	30630975	chr6:30629950-30630975
chr6	30630076	30632330	chr6:30630076-30632330
chr6	30630117	30632954	chr6:30630117-30632954
chr6	30630278	30632553	chr6:30630278-30632553
chr6	30630360	30633122	chr6:30630360-30633122
chr6	30630413	30632684	chr6:30630413-30632684
chr6	30630420	30638572	chr6:30630420-30638572
chr6	30630501	30632878	chr6:30630501-30632878
chr6	30630573	30633352	chr6:30630573-30633352
chr6	30630615	30632907	chr6:30630615-30632907
chr6	30630760	30633033	chr6:30630760-30633033
chr6	30630972	30633138	chr6:30630972-30633138
chr6	30630974	30633686	chr6:30630974-30633686
chr6	30630994	30638590	chr6:30630994-30638590
chr6	30632322	30633288	chr6:30632322-30633288
chr6	30632331	30634277	chr6:30632331-30634277
chr6	30632347	30640368	chr6:30632347-30640368
chr6	30632558	30633479	chr6:30632558-30633479
chr6	30632594	30637788	chr6:30632594-30637788
chr6	30632683	30633601	chr6:30632683-30633601
chr6	30632808	30633712	chr6:30632808-30633712
chr6	30632916	30633876	chr6:30632916-30633876
chr6	30632928	30637987	chr6:30632928-30637987
chr6	30633042	30634218	chr6:30633042-30634218
chr6	30633116	30638583	chr6:30633116-30638583
chr6	30633139	30640383	chr6:30633139-30640383
chr6	30633152	30635044	chr6:30633152-30635044
chr6	30633266	30635681	chr6:30633266-30635681
chr6	30633351	30638971	chr6:30633351-30638971
chr6	30633444	30636485	chr6:30633444-30636485
chr6	30633581	30637126	chr6:30633581-30637126
chr6	30633645	30639061	chr6:30633645-30639061
chr6	30633689	30637624	chr6:30633689-30637624
chr6	30633713	30644071	chr6:30633713-30644071
chr6	30633884	30637753	chr6:30633884-30637753
chr6	30634221	30637880	chr6:30634221-30637880
chr6	30634228	30640297	chr6:30634228-30640297
chr6	30634275	30644452	chr6:30634275-30644452
chr6	30634620	30637995	chr6:30634620-30637995
chr6	30635039	30638194	chr6:30635039-30638194
chr6	30635924	30638284	chr6:30635924-30638284
chr6	30636559	30638475	chr6:30636559-30638475
chr6	30637127	30638529	chr6:30637127-30638529
chr6	30637709	30638662	chr6:30637709-30638662
chr6	30637757	30640534	chr6:30637757-30640534
chr6	30637810	30638743	chr6:30637810-30638743
chr6	30637868	30645033	chr6:30637868-30645033
chr6	30637956	30638900	chr6:30637956-30638900
chr6	30637983	30640746	chr6:30637983-30640746
chr6	30638061	30639043	chr6:30638061-30639043
chr6	30638216	30639172	chr6:30638216-30639172
chr6	30638421	30639760	chr6:30638421-30639760
chr6	30638530	30642874	chr6:30638530-30642874
chr6	30638533	30640183	chr6:30638533-30640183
chr6	30638585	30646865	chr6:30638585-30646865
chr6	30638649	30640233	chr6:30638649-30640233
chr6	30638735	30640356	chr6:30638735-30640356
chr6	30638803	30643784	chr6:30638803-30643784
chr6	30638878	30640455	chr6:30638878-30640455
chr6	30639022	30640566	chr6:30639022-30640566
chr6	30639045	30644053	chr6:30639045-30644053
chr6	30639155	30640733	chr6:30639155-30640733
chr6	30639173	30647483	chr6:30639173-30647483
chr6	30639447	30640849	chr6:30639447-30640849
chr6	30639802	30641019	chr6:30639802-30641019
chr6	30640214	30641518	chr6:30640214-30641518
chr6	30640300	30644279	chr6:30640300-30644279
chr6	30640347	30641579	chr6:30640347-30641579
chr6	30640382	30648063	chr6:30640382-30648063
chr6	30640454	30642835	chr6:30640454-30642835
chr6	30640533	30644561	chr6:30640533-30644561
chr6	30640565	30642867	chr6:30640565-30642867
chr6	30640732	30643091	chr6:30640732-30643091
chr6	30640738	30644882	chr6:30640738-30644882
chr6	30640819	30643285	chr6:30640819-30643285
chr6	30640928	30643627	chr6:30640928-30643627
chr6	30641078	30643735	chr6:30641078-30643735
chr6	30641523	30643915	chr6:30641523-30643915
chr6	30642458	30644052	chr6:30642458-30644052
chr6	30642849	30644242	chr6:30642849-30644242
chr6	30642878	30645050	chr6:30642878-30645050
chr6	30642959	30648943	chr6:30642959-30648943
chr6	30642986	30644372	chr6:30642986-30644372
chr6	30643149	30644509	chr6:30643149-30644509
chr6	30643272	30644646	chr6:30643272-30644646
chr6	30643721	30644821	chr6:30643721-30644821
chr6	30643742	30646741	chr6:30643742-30646741
chr6	30643909	30644981	chr6:30643909-30644981
chr6	30643972	30646791	chr6:30643972-30646791
chr6	30644046	30645140	chr6:30644046-30645140
chr6	30644241	30645224	chr6:30644241-30645224
